"","Time","Location","Type.of.bomb","Damage.or.other","lat","lon","district"
"318",1940-09-07 18:09:00,"293, Tunnel Avenue, Greenwich SE10, London, UK","IB","Eastwood Wharfage Ltd. 300x100, warehouse and stores damged, most of roof off",51.4955259,0.0035687,"Greenwich"
"319",1940-09-07 18:09:00,"Clemence St, London, UK
Poplar, Greater London E14 7, London, UK","EB","Buidings at these addresses all damaged",51.5160216,-0.0330956,"Tower Hamlets"
"320",1940-09-07 18:09:00,"Locksley St, Tower Hamlets, London E14 7EJ, London, UK","EB","Buidings at these addresses all damaged",51.516726,-0.0310121,"Tower Hamlets"
"321",1940-09-07 18:10:00,"270 Ardgowan Road, Catford, SE6, 293 Torridon Road Catford SE6, London, UK","EB","Three private houses damaged",51.440221,-0.0017249,"Lewisham"
"322",1940-09-07 18:10:00,"38a Stondon Park, Forest Hill, SE23, London, UK","IB","Front room on 1st floor severely damaged. One female burned on left arm",51.4476945,-0.0415999,"Lewisham"
"323",1940-09-07 18:10:00,"Blackhorse Road, Deptford SE8, London, UK","IB","Weyland Tar Co. Quantity of Stock damaged",51.513263,-0.089878,"City of London"
"324",1940-09-07 18:10:00,"209a, Mile End Road E1, London, UK","IB","Mantle and Costume Manufacturers-A building of 2 floors about 80x 30 ft used as workrooms, garage, office ad store. 1/2 of contents severely damaged. Part of roof off. rest of building and contents slightly damaged.",51.513263,-0.089878,"City of London"
"325",1940-09-07 18:10:00,"15, Harford Street, Stepney E2, London, UK","IB","Boot and shoe Manufacturer- Shop and house of 8 rooms and contents severely damaged.",51.5229858,-0.040019,"Tower Hamlets"
"326",1940-09-07 18:10:00,"35 Grantely Street, Mile End E1, London, UK","IB","A house of 8 rooms and contents severely damaged. Roof off",51.525053,-0.040442,"Tower Hamlets"
"327",1940-09-07 18:10:00,"Drawn Buildings, Adelina Grove, Stepney E1, London, UK","EB","A building of 5 floors about 100 x 80ft (used as model dwellings) about 1/4 and contents damaged. Rest of building and content slightly damaged.",51.519474,-0.0544082,"Tower Hamlets"
"328",1940-09-07 18:10:00,"St Clement's Hostel, Bow Road E3, London, UK","IB","Building of 3 floors about 80x 60ft severely damaged. Roof by breakage",51.509648,-0.099076,NA
"329",1940-09-07 18:10:00,"28, Bow Road, Bow E3, London, UK","IB","Back room on 3rd floor and contents slightly damaged. Roof by breakage",51.52643665,-0.0264038009601403,"Tower Hamlets"
"330",1940-09-07 18:10:00,"113-149 Stebondale Street. Cubitt Town E14, London, UK","EB","39 houses each of 6 rooms including 4 shops and contents severely damaged",51.4883121,-0.0094641,"Tower Hamlets"
"331",1940-09-07 18:10:00,"156-194 Stebondale Street Cubitt Town E14, London, UK","EB","39 houses each of 6 rooms including 4 shops and contents severely damaged",51.4883121,-0.0094641,"Tower Hamlets"
"332",1940-09-07 18:10:00,"101-111 Stebondale Street, Cubitt Town E14, London, UK","EB","6 houses each of 6 rooms and contents damaged",51.4883121,-0.0094641,"Tower Hamlets"
"333",1940-09-07 18:10:00,"38 Cayley Street, E14, London, UK","IB","Back room on ground floor damaged.",51.513263,-0.089878,"City of London"
"334",1940-09-07 18:10:00,"Harford Street E1, London, UK","IB","1x1 tarmac damaged",51.513263,-0.089878,"City of London"
"335",1940-09-07 18:11:00,"Gibbon Road, Camberwell, SE15, London, UK","EB","20x30 roadway damage",51.467778,-0.051776,"Southwark"
"336",1940-09-07 18:11:00,"733b, Old Kent Road, SE15, London, UK","EB","Submarine engineer shop, workshops, office and store all damaged.",51.4833978,-0.0646782,"Southwark"
"337",1940-09-07 18:11:00,"735-737 Old Kent Road SE15, London, UK","EB","Two shops and two flats",51.4809463,-0.0599829,"Southwark"
"338",1940-09-07 18:11:00,"Buchan Road, Camberwell, SE15, London, UK","EB","Gas main fractured and about 30x20 of roadway damaged by explosion and fire",51.465657,-0.053235,"Southwark"
"339",1940-09-07 18:11:00,"Lewisham high Street SE13, London, UK","EB","Southern Rail. 40x20 brickwork on railway bridge damaged",51.4505253,-0.0169312,"Lewisham"
"340",1940-09-07 18:11:00,"Lower Road, Rotherhithe, SE16, London, UK","IB","IB burned out in street.",51.4902402,-0.0424732,"Lewisham"
"341",1940-09-07 18:11:00,"A Yard, Millwall Dock E14, London, UK","IB","A warehouse of 1 floor about 150x 150 feet and contents severely damaged. Basement used as messrooms, dormitories, offices and store, and contents damaged",51.5869681,-0.0415525277464496,"Waltham Forest"
"342",1940-09-07 18:11:00,"84a, West Ferry Road, Millwall E14, London, UK",NA,"Timber Importers-A range of brick and corrugated iron shed buildings of one floor covering an area of 400x 200ft. About 1/2 of contents severely damaged",51.490135,-0.020035,"Tower Hamlets"
"343",1940-09-07 18:12:00,"Dunoon Road, Forest Hill, SE23, London, UK","EB","Owned by LewishamBC 12x8 Roadway damage",51.447493,-0.051725,"Lewisham"
"344",1940-09-07 18:12:00,"Knoyle Street, New Cross, SE14, London, UK","EB","South Met. Gas. Mains Fractured",51.481612,-0.04156,"Lewisham"
"345",1940-09-07 18:12:00,"Mornington Road, Bow E3, London, UK","IB","Incendiary bomb on road",51.6341076,0.001975,"Waltham Forest"
"346",1940-09-07 18:12:00,"32, Devas Street, Poplar E14, London, UK","IB","House of 4 rooms, severely damaged",51.5231897,-0.0134844,"Tower Hamlets"
"347",1940-09-07 18:12:00,"45-47 Mile End Road, Stepney, E1, London, UK","EB","Garage. Two floor building severely damaged, roof off.",51.5205409,-0.0529584,"Tower Hamlets"
"348",1940-09-07 18:12:00,"Spert St, London, UK
Tower Hamlets, London E14 8EB, London, UK","EB","Paper Mills. 100x80 two floor building, severely damaged",51.5104005,-0.040519,"Tower Hamlets"
"349",1940-09-07 18:13:00,"13 Bartham Road, Brockley, SE4, London, UK","IB","Back room on 1st floor and contents damaged",51.452888,-0.0395366857142852,"Lewisham"
"350",1940-09-07 18:13:00,"Bow Road, Bow E3, London, UK","IB","St. Clement's. Old Nurses's Home, 80x20 two floor building, 3/4 damaged and roof off",51.5281444,-0.0229147,"Tower Hamlets"
"351",1940-09-07 18:13:00,"62 Ashton Street E14, London, UK","IB","House of 4 rooms, top floor and contents damaged",51.513263,-0.089878,"City of London"
"352",1940-09-07 18:13:00,"Cottage Street, Poplar, E14, London, UK","IB","Number of IB burned out on road",51.5106025,-0.0149553,"Tower Hamlets"
"353",1940-09-07 18:13:00,"Commercial Rd, Poplar, Greater London E1, London, UK","EB","East End Mission Society. Building of one floor and and contents damaged",51.5123002,-0.0294159,"Tower Hamlets"
"354",1940-09-07 18:14:00,"51 Lewisham Hill, SE13, London, UK","EB","4 private houses of 20 rooms each and contents damaged.",51.4678886,-0.00931688314985636,"Lewisham"
"355",1940-09-07 18:14:00,"53 Lewisham Hill, SE13, London, UK","EB","4 private houses of 20 rooms each and contents damaged.",51.468265,-0.00911874002234403,"Lewisham"
"356",1940-09-07 18:14:00,"55 Lewisham Hill, SE13, London, UK","EB","4 private houses of 20 rooms each and contents damaged.",51.4684669,-0.0090223,"Lewisham"
"357",1940-09-07 18:14:00,"57 Lewisham Hill, SE13, London, UK","EB","4 private houses of 20 rooms each and contents damaged.",51.4684669,-0.0090223,"Lewisham"
"358",1940-09-07 18:14:00,"Carlton Works, Glengall Grove, Millwall, E14, London, UK","EB.and.IB","Walter Voss and Co Manufacturing Chemists. 200x200 used as laboratories, store and contents severely damaged",51.4952744,-0.010925,"Tower Hamlets"
"359",1940-09-07 18:14:00,"Carlton Works, Glengall Grove, Millwall, E14, London, UK","EB.and.IB","Speedy Metal Castings Ltd. 200x60  Machine Room, workshop and contents damaged",51.4952744,-0.010925,"Tower Hamlets"
"360",1940-09-07 18:15:00,"309, New Cross Road, New Cross SE14, London, UK","IB","2x1 roof damage",51.4757013,-0.0377214,"Lewisham"
"361",1940-09-07 18:15:00,"Woolwich Road, Charlton, SE10, London, UK","IB","G & H Harveys, Engineers, 3x2 roof damage in spinning room",51.48658,0.021832,"Greenwich"
"362",1940-09-07 18:15:00,"72, Codrington Hill, Forest Hill, SE23, London, UK","IB","house of 5 rooms damaged. Roof blown off",51.4482437,-0.0380771,"Lewisham"
"363",1940-09-07 18:15:00,"5 Stondon Park, Forest Hill, SE23, London, UK","IB","3x1 wooden fencing damaged,",51.4476945,-0.0415999,"Lewisham"
"364",1940-09-07 18:15:00,"24 Codrington Hill, Forest Hill, SE23, London, UK","IB","Front room on 1st floor severely damaged",51.4482437,-0.0380771,"Lewisham"
"365",1940-09-07 18:15:00,"14, Glaskin Mews E9, London, UK","IB","Front room on second floor and contents slightly damaged. 2 x 4 ft of roof by breakage",51.513263,-0.089878,"City of London"
"366",1940-09-07 18:15:00,"Methodist Church, Stebondale Street, Cubitt Town E14. 151-163 Stebondale Street Cubitt Town E14. 100-124 Stebondale Street Cubitt Town E14, London, UK","EB","Church and 20 private houses each of 6 rooms, including three shops and contents severely damaged",NA,NA,NA
"367",1940-09-07 18:15:00,"North Side, Import Dock, West India Docks E14, London, UK","IB","""C"" shed- about 60x60 ft or roof damaged",55.164529,-1.823816,NA
"368",1940-09-07 18:15:00,"Lying at North Side Import Dock, West India Docks E14, London, UK","IB","Part of London Authority-A vessel of 3,000 tons gross, laden with general cargo, poop and contents damaged",51.47907895,-0.0111452500000048,"Greenwich"
"369",1940-09-07 18:15:00,"Masters Street E1, London, UK","IB","1x1 tarmac damaged",51.5192999,-0.0409885,"Tower Hamlets"
"370",1940-09-07 18:15:00,"Tidey Street E14, London, UK","IB","1x1 tarmac damaged",51.5197637,-0.0216919,"Tower Hamlets"
"371",1940-09-07 18:15:00,"St Paul's Way, E3, London, UK","IB","1x1 tarmac damaged",51.5181214,-0.0262533,"Tower Hamlets"
"372",1940-09-07 18:15:00,"Raine Street, Tower Hamlets, London E1W, London, UK","EB","Minor fire damage in this area",51.506657,-0.057766,"Tower Hamlets"
"373",1940-09-07 18:16:00,"272 New Cross Road, SE15, London, UK","IB","2x2 roof damage",51.4749024,-0.0396795,"Lewisham"
"374",1940-09-07 18:16:00,"Aston Street E14, London, UK","IB","1x1 feet of tarmac damaged",51.5155422,-0.0387041,"Tower Hamlets"
"375",1940-09-07 18:16:00,"West Ferry Road, Millwall E14, London, UK","EB","About 30x30 feet of paving damaged and 4"" gas main fractured by explosion in yard",51.43001455,-0.323323672685084,"Richmond upon Thames"
"376",1940-09-07 18:17:00,"Stockholme Street, Rotherhithe, SE16, London, UK","COB","COB burnt out in enlosed ground",51.5136028,-0.1478907,"Westminster"
"377",1940-09-07 18:17:00,"Samudas Wharf, Manchester Road, Cubitt Town, E14, London, UK",NA,"Transport Contractors -A range of buildings of 2 floors covering an area about 800x300f (used as machine rooms, workshops, offices and store) and contents and some stock in yard including a number of motor lorries severely damaged.",51.5008976,-0.0088069,"Tower Hamlets"
"378",1940-09-07 18:17:00,"Samudas Wharf, Manchester Road, Cubitt Town, E14, London, UK",NA,"Engineers-A range of buildings of 2 floors covering an area about 800x300f (used as machine rooms, workshops, offices and store) and contents and some stock in yard including a number of motor lorries severely damaged.",51.5008976,-0.0088069,"Tower Hamlets"
"379",1940-09-07 18:17:00,"Samudas Wharf, Manchester Road, Cubitt Town, E14, London, UK",NA,"Stone Merchants-A range of buildings of 2 floors covering an area about 800x300f (used as machine rooms, workshops, offices and store) and contents and some stock in yard including a number of motor lorries severely damaged.",51.5008976,-0.0088069,"Tower Hamlets"
"380",1940-09-07 18:17:00,"Leven Street, Poplar, E14, London, UK","IB","Mills Cartwright and Reynolds. One floor back building 80x60 used a stockroom damaged",51.513263,-0.089878,"City of London"
"381",1940-09-07 18:17:00,"St. Leonard's Wharf, Brunswick Road, Poplar E14, London, UK","IB","10x6 deck planking damaged by fire and a dissused corrugated iron  and timber shed slightly damaged. 100x60 oil store contents slightly damaged",51.518572,-0.010074,"Tower Hamlets"
"382",1940-09-07 18:17:00,"Narrow Street, Limehouse, E14, London, UK","IB","New Sun Wharf. Three floor building, 80x60 used as store. Severely damaged.",51.5096479,-0.0368642,"Tower Hamlets"
"383",1940-09-07 18:18:00,"45 Yatton street, Poplar, E14, London, UK","IB","Front room on 1st floor and contents damaged",51.513263,-0.089878,"City of London"
"384",1940-09-07 18:18:00,"Commercial Rd, Poplar, Greater London E1, London, UK","EB","Minor fire damage in this area",51.5123002,-0.0294159,"Tower Hamlets"
"385",1940-09-07 18:19:00,"583, Commercial Road, Stepney E1, London, UK","IB","Methodist East End Mission. Building of 1 floor, balcony and basement about 100x 60ft, used as club rooms, billiard rooms, storeroom and lecture room. About 2/3 of content damaged.",51.51336585,-0.0429790838988279,"Tower Hamlets"
"386",1940-09-07 18:19:00,"South Side Coal Wharf, Mile End Road E3, London, UK","IB","London and North Eastern railway. Railway truck and contents damaged",51.509648,-0.099076,NA
"387",1940-09-07 18:19:00,"Selsey Street E14, London, UK","IB","1x1 feet of paving damaged",51.5175543,-0.0245628,"Tower Hamlets"
"388",1940-09-07 18:19:00,"333/339, Mile End Road E1, London, UK","COB","C.W.S tailoring department-2 upper floors and contents damaged. 2x2 ft of roof breakage",51.513263,-0.089878,"City of London"
"389",1940-09-07 18:19:00,"Mile End Road, E, London, UK","IB","Portuguese Jewish Cemetry 40 x 20 ft of grass burned",51.5230646,-0.0400236,"Tower Hamlets"
"390",1940-09-07 18:19:00,"Advance House, Talwin Street, Bromley E3, London, UK","IB","A building of 2 floors about 60 x 30 feet. First floor and contents slightly damaged.",51.5255908,-0.0126333,"Tower Hamlets"
"391",1940-09-07 18:19:00,"94 St.Leonard's Road, Poplar, E14, London, UK","IB","Front room on 1st floor and contents damaged, roof part off",51.5148179,-0.3144409,"Ealing"
"392",1940-09-07 18:19:00,"Tooke Street, Millwall E14, London, UK","EB","30x 30 roadway damaged. 11 Private houses  and one shop damaged",51.513263,-0.089878,"City of London"
"393",1940-09-07 18:19:00,"11 Tooke Street, Millwall E14, London, UK","EB","30x 30 roadway damaged. 11 Private houses  and one shop damaged",51.490135,-0.020035,"Tower Hamlets"
"394",1940-09-07 18:20:00,"St Leonards Road, Poplar, E14, London, UK","IB","A number of IB bombs burned out on road",51.5137445,-0.3143346,"Ealing"
"395",1940-09-07 18:20:00,"Import Dock, East India Docks, Poplar E14, London, UK","IB","Part of London Authority- A builing of 2 floors about 100 x 50 ft and contents including hydraulic crane and electric meter cupboard severely damaged. Building used as a hydraulic pressure house slightly damaged. Doors and window glass by breakage. Building of one floor 40 x 30ft about 4/5 severely damaged. Most part of roof damaged.",51.37145245,-2.37873505202703,NA
"396",1940-09-07 18:21:00,"St Leonard's Road, Poplar E14, London, UK","IB","Joinery and moulding manufacturer- A building of one floor about 80 x 40ft used as moulding manufacturers and contents slightly damaged. Window glass by breakage, part of roof off. A building of 2 floors about 30 x 20 ft and contents severely damaged.",51.5136546,-0.0098469,"Tower Hamlets"
"397",1940-09-07 18:21:00,"Eastern Dock, 10 Warehouse, London Dock, E1, London, UK","EB","Port of London Authority. Range of buildings all 1-6 floors, used as warehouse and stores.",51.536158,-0.12628,"Camden"
"398",1940-09-07 18:22:00,"St. James' Church, St. James'  Road, Newcross, SE14, London, UK","IB","3x2 rood damage",51.5483579,0.0147604,"Newham"
"399",1940-09-07 18:23:00,"Commercial Road, Stepney  E1, London, UK","EB","Minor fire damage in this area",51.5123002,-0.0294159,"Tower Hamlets"
"400",1940-09-07 18:24:00,"122 Lewisham High Street, Lewisham SE13, London, UK",NA,"4x2 roof damage and 2x2 flooring damage",51.4617401,-0.0103653,"Lewisham"
"401",1940-09-07 18:24:00,"Dundee Wharf, Limehouse, E14, London, UK","EB","Company name:Wharfage- A building of two floors about 200 x 100ft severely damaged. 9 motor vehicles damaged",51.5079717,-0.0297005963805314,"Tower Hamlets"
"402",1940-09-07 18:24:00,"566, Cable Street , Stepney E1, London, UK","EB","Confectionery and Fancy goods- Range of buildings of one, two and three floors. ( nused as workrooms, showrooms, offices and stores) about 2?3 severely damaged.",51.5113771,-0.0436751,"Tower Hamlets"
"403",1940-09-07 18:24:00,"24, Maria Street, Millwall E14, London, UK","EB","8 Houses, 6 rooms each, severely damaged",51.490135,-0.020035,"Tower Hamlets"
"404",1940-09-07 18:24:00,"52 Malabar Street, Millwall, E14, London, UK","EB","Remaining houses are also damaged",51.498559,-0.0233757,"Tower Hamlets"
"405",1940-09-07 18:25:00,"733, Old Kent Road, SE15, London, UK","EB","Shop and house of 6 rooms  damaged",51.4808778,-0.0602094,"Southwark"
"406",1940-09-07 18:25:00,"Morant St, London, UK
Poplar, Greater London E14, London, UK","EB","Poplar Borough Council- 20 x 10ft of roadway and paving damaged. Many houses in this thoroughfare damaged",51.510135,-0.021884,"Tower Hamlets"
"407",1940-09-07 18:25:00,"Harford Street, Stepney, E1, London, UK","IB","A building of 2 floors about 60 x 40 feet( used as licensed premises, dwelling and store). Top floor and contents severely damaged by fire and part of roof off.",51.522558,-0.0396063,"Tower Hamlets"
"408",1940-09-07 18:26:00,"13 Laurie Grove, Deptford, SE14, London, UK","IB","3x2 roof damage",51.47475785,-0.0371805361365796,"Lewisham"
"409",1940-09-07 18:27:00,"Town Hall, Newcross, SE14, London, UK","IB","2x2 roof damage",51.438015,-0.048947,"Lewisham"
"410",1940-09-07 18:27:00,"Vesta Road, Newcross, SE14, London, UK","IB","40x20 on one floor as building used as library damaged",51.4685365,-0.0415265,"Lewisham"
"411",1940-09-07 18:27:00,"131 Pepy's Road, Newcross, SE14, London, UK","IB","3x2 roof damage",51.4688405,-0.0437854,"Lewisham"
"412",1940-09-07 18:27:00,"129 Pepy's Road, Newcross, SE14, London, UK","IB","3x2 roof damage",51.4689222,-0.0438062,"Lewisham"
"413",1940-09-07 18:27:00,"123 Pepy's Road, Newcross, SE14, London, UK","IB","2x1 roof damage",51.4692131,-0.0438585,"Lewisham"
"414",1940-09-07 18:27:00,"97 Pepy's Road, Newcross, SE14, London, UK","IB","1x1 roof damage",51.4700686,-0.0440808,"Lewisham"
"415",1940-09-07 18:27:00,"23 Pepy's Road, Newcross, SE14, London, UK","IB","3x2 roof damage",51.4729489,-0.0450649,"Lewisham"
"416",1940-09-07 18:27:00,"91 Pepy's Road, Newcross, SE14, London, UK","IB","3x2 roof damage",51.47025075,-0.0441719198529242,"Lewisham"
"417",1940-09-07 18:27:00,"53 Stewart Road, Nunhead, SE15, London, UK",NA,"IB unginited",51.5525657,-0.00263357748263543,"Waltham Forest"
"418",1940-09-07 18:27:00,"poplar Docks, Preston Road, Poplar, E14, London, UK","EB","60x60 railway track damaged.15 acre 4 floor builing including vehicles in yard and machinery all damaged.",51.417573,-0.24698,"Merton"
"419",1940-09-07 18:28:00,"21 Pepy's Road, Newcross, SE14, London, UK","IB","2x1 roof damage",51.4730094,-0.0450827551139857,"Lewisham"
"420",1940-09-07 18:28:00,"29 Pepy's Road, Newcross, SE14, London, UK","IB","House of eight rooms, back room on groung floor and contents damaged by fire",51.4727315,-0.0449922997768122,"Lewisham"
"421",1940-09-07 18:28:00,"Newcross Gate, Newcross, SE14, London, UK","IB","London Passenger Transport board, building of on e floor about 300 x100 used as tramcar shed and 6x4 of roof and two tramcars slightly damaged by fire.",51.461636,0.013025,"Greenwich"
"422",1940-09-07 18:28:00,"104 Skidmore street. Stepney, E1, London, UK","IB","House of 5 rooms about 1/2 and contents severely damaged. Part of roof off. rest of house and contents slightly damaged.",51.516152,-0.046262,"Tower Hamlets"
"423",1940-09-07 18:29:00,"Deptford Church Street, SE8, London, UK","IB","IB burned out in street.",51.513263,-0.089878,"City of London"
"424",1940-09-07 18:29:00,"Coutts Rd E.3, London, UK","IB","1 x 1ft of tarmac damaged in street",51.513263,-0.089878,"City of London"
"425",1940-09-07 18:29:00,"North Quay, West, India Docks, E14, London, UK","EB.and.IB","Range of warehouses covering 2000x120 severely damaged",51.5070447,-0.0223725,"Tower Hamlets"
"426",1940-09-07 18:30:00,"141 Jeringham Road, Newcross SE14, London, UK","IB","2x2 roof damage",51.46988385,-0.041613667585306,"Lewisham"
"427",1940-09-07 18:30:00,"150 Jeringham Road, Newcross SE14, London, UK","IB","3x2 roof damage",51.4688924,-0.0434128078740148,"Lewisham"
"428",1940-09-07 18:30:00,"165 Jeringham Road, Newcross SE14, London, UK","IB","3x2 roof damage",51.46565795,-0.0107686553063167,"Lewisham"
"429",1940-09-07 18:30:00,"Newcross Road, Opposite tram depot, Newcross SE14, London, UK","IB","6x6 roof damage",51.4736737,-0.0573427,"Southwark"
"430",1940-09-07 18:30:00,"146 Jeringham Road Newcross, SE14, London, UK","IB","3x2 roof damage",51.4690564,-0.0432227016297255,"Lewisham"
"431",1940-09-07 18:30:00,"24 Lewisham Way, Lewisham SE, London, UK","IB","house of 14 rooms, most of roof and top floor damaged",51.4752504,-0.0355027,"Lewisham"
"432",1940-09-07 18:30:00,"123 St. Asaph's Rpad, Brokeley, SE4, London, UK","IB","IB unginited, 2x2 roof damage",51.513263,-0.089878,"City of London"
"433",1940-09-07 18:30:00,"87 Foxberry Road, Brockley, SE4, London, UK","IB","Middle room damaged",51.4618139,-0.0374211,"Lewisham"
"434",1940-09-07 18:30:00,"8 Sevenoaks Road Crofton Park, SE4, London, UK","IB","Front room on 1st floor severely damaged",51.45267185,-0.0378372107115657,"Lewisham"
"435",1940-09-07 18:30:00,"2-8 Odessa Street, Rotherhithe Street Se16, London, UK","IB","Timber Yard, Granary, Offices and Lighterman all slightly damaged",51.4982944,-0.0340238,"Southwark"
"436",1940-09-07 18:30:00,"South Wharf River, Ambulance Service, Rotherhithe Street, SE16, London, UK","IB","Range of buildings between 1-3 floors, 400x400, contents and roof severely damaged",51.5068875,-0.0418882,"Southwark"
"437",1940-09-07 18:30:00,"2-119 Elgar Street, Rotherhithe, SE16, London, UK","EB","Many buildings in this thoroughfare damage",51.4980133,-0.0351702,"Southwark"
"438",1940-09-07 18:30:00,"591, Commercial Road, Stepney E1, London, UK","EB","Zenith Motor Works-A building of 2 floors and contents severely damaged.",51.512813,-0.041619,"Tower Hamlets"
"439",1940-09-07 18:30:00,"91 Shandy Street, Stepney, E1, London, UK","IB","House of 6 rooms and contents severely damaged",51.5207096,-0.0413102,"Tower Hamlets"
"440",1940-09-07 18:30:00,"83 Ernest Street, Stepney, E1, London, UK","IB","House of 8 rooms and contents severely damaged",51.5212984,-0.0433379,"Tower Hamlets"
"441",1940-09-07 18:30:00,"61 Ernest Street, Stepney E1, London, UK","IB","House of 8 rooms and contents severely damaged. Roof off, front toom on 1st floor damaged",51.5212984,-0.0433379,"Tower Hamlets"
"442",1940-09-07 18:30:00,"15 Shandy Street, E1, London, UK","IB","House of 6 rooms and contents severely damaged. Front room on 1st floor severely damaged",51.5209527,-0.043112,"Tower Hamlets"
"443",1940-09-07 18:30:00,"112 Harford Street, Stepney E1, London, UK","IB","House of 6 rooms and contents severely damaged",51.5199963,-0.0388605,"Tower Hamlets"
"444",1940-09-07 18:30:00,"66 Shandy Street, Stepney E1, London, UK","IB","House of 6 rooms and contents severely damaged. Top floor and contents damaged",51.5202914,-0.0428014,"Tower Hamlets"
"445",1940-09-07 18:30:00,"91 Stebondale Street, Cubbitt Town, E14, London, UK","IB","house and shop and contents",51.4883121,-0.0094641,"Tower Hamlets"
"446",1940-09-07 18:30:00,"St. John's  Church, Woodman Street, North Woolwich, E16, London, UK","IB","Ecclesiastical Commissioners, One floor 100x 60, used as church and contents severely damaged.",51.5106411,-0.205744267224448,"Kensington and Chelsea"
"447",1940-09-07 18:31:00,"116 Erlanger Road, Newcross, SE14, London, UK","IB","2x1 roof damage",51.46997255,-0.0465140447627185,"Lewisham"
"448",1940-09-07 18:31:00,"102 Erlanger Road, Newcross, SE14, London, UK","IB","House of 6 rooms, front rooms and contents severely damaged",51.4704566,-0.0466897333513961,"Lewisham"
"449",1940-09-07 18:31:00,"4 Brandham Road, Lee SE12, London, UK","EB","Private house damaged 12 rooms",51.4577601,0.00680810890070662,"Lewisham"
"450",1940-09-07 18:31:00,"2 Brandham Road Lee SE12, London, UK","EB","Building and contents 80x40 used a garage severely damaged",51.45810085,0.00642080942005306,"Lewisham"
"451",1940-09-07 18:31:00,"1 Brandham Road Lee SE12, London, UK","EB","house of 13 rooms damaged",51.4406824,0.0192947671965318,"Lewisham"
"452",1940-09-07 18:32:00,"Dowanhill Road, Catford, SE6, London, UK",NA,"2x2 roadway damage",51.4399296,-0.0019629,"Lewisham"
"453",1940-09-07 18:32:00,"Berger Hall Empson Street, Bromley-by-Bow E3, London, UK",NA,"Alarm caused by people trapped in air raid shelter, first aid redered by the Brigade, all persons accounted for",51.5221616,-0.0131847,"Tower Hamlets"
"454",1940-09-07 18:32:00,"31, 33, and 35, Venue St, Poplar E14 , London, UK","EB","Three private houses of 6 rooms each and contents severely damaged",51.5111559,0.0056533,"Tower Hamlets"
"455",1940-09-07 18:32:00,"Venue Street, Tower Hamlets, London E14 6QA, London, UK","EB","23 buildings damaged. 6 persons severely injured",51.5190167,-0.0120864,"Tower Hamlets"
"456",1940-09-07 18:33:00,"7 Birkhall Road, Catford SE6, London, UK",NA,"unexploded bomb on enclosed ground at rear of premises",51.4379034,-0.0040598,"Lewisham"
"457",1940-09-07 18:33:00,"403-405 East India Dock Road, Poplar E14, London, UK",NA,"2 private houses of 8 rooms and contents severely damaged. Collapsed and fallen down.",51.5115541,-0.0255516,"Tower Hamlets"
"458",1940-09-07 18:34:00,"Shandy Street, E.1, London, UK","IB","1 x1 ft of tarmac destroyed",51.5206535,-0.0415938,"Tower Hamlets"
"459",1940-09-07 18:35:00,"Blackheath SE10, London, UK","IB","20x10 feet of GRASS burned on heath",53.22592315,-2.28429145,NA
"460",1940-09-07 18:35:00,"Blackheath Hill, Blackheath Se10, London, UK","EB","South Met Gas Company: Gas destroyed and carriage way",51.472443,-0.005769,"Greenwich"
"461",1940-09-07 18:36:00,"7 Braywood Road, Eltham SE9, London, UK",NA,"explosive bomb (unexploded) Yard damged.",51.4581191,0.0828413,"Bexley"
"462",1940-09-07 18:36:00,"Mile End RD E, London, UK","IB","2x2 ft of roof dmamged",51.5230646,-0.0400236,"Tower Hamlets"
"463",1940-09-07 18:36:00,"Narrow Street, Stepney E1, London, UK","IB","A building of 4 floors about 80x 60 ft of which 1/2 of and contents severely damaged",51.5096479,-0.0368642,"Tower Hamlets"
"464",1940-09-07 18:37:00,"Ormside Street, Camberwell, SE15, London, UK","IB","Building of 3 floors 60x60, owned by Durling, West and Durling Ltd. Severley damaged.",51.483124,-0.055626,"Southwark"
"465",1940-09-07 18:37:00,"65 Drakefell Road, Brokeley, SE4, London, UK","IB","Front room on 1st floor severely damaged",51.4660362,-0.0424949,"Lewisham"
"466",1940-09-07 18:37:00,"Sheridan Street Stepney E1, London, UK",NA,"Minor fire and explosion damage",51.513263,-0.089878,"City of London"
"467",1940-09-07 18:39:00,"150 Erlanger Road, Newcross, SE14, London, UK","IB","2x2 roof damage",51.46918505,-0.046179365591966,"Lewisham"
"468",1940-09-07 18:39:00,"Shadwell Lane, Stepney E1, London, UK","IB","Part of top floor of flats Nos. 51-75 and 70-75, severely damaged",51.513263,-0.089878,"City of London"
"469",1940-09-07 18:40:00,"63 Cressingham Road, Lewisham, SE13, London, UK","IB","Private house damaged",51.4646538,-0.0075087,"Lewisham"
"470",1940-09-07 18:40:00,"64 Wickham Road, Brockley, SE4, London, UK","IB","Back room on 1st floor and contents damaged",51.46447595,-0.0321679081937364,"Lewisham"
"471",1940-09-07 18:40:00,"24 Oldfield Road, Rotherhithe, SE16, London, UK","EB","6 houses damaged and fallen down",51.5588248,-0.0793147,"Hackney"
"472",1940-09-07 18:40:00,"13 Pedro St, Clapton E5, London, UK","IB","6 x 4ft of roof and joisting damaged in scullery on ground floor",51.5565748,-0.0407486,"Hackney"
"473",1940-09-07 18:40:00,"St Leonard's Avenue, Poplar E14, London, UK","IB","A number of IB bombs burned out on road",51.513263,-0.089878,"City of London"
