original_,original_Location,lat,lon,formatted,housenumber,name,street,postcode,district,county_code,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
175,"West Ferry Road, Millwall, E14, London, UK",51.430014549999996,-0.323323672685084,"Quay West Court, Ferry Road, London, TW11 9NH, United Kingdom",,Quay West Court,Ferry Road,TW11 9NH,London Borough of Richmond upon Thames,,Ham,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
176,"West Ferry Road, Millwall, E14, London, UK",51.430014549999996,-0.323323672685084,"Quay West Court, Ferry Road, London, TW11 9NH, United Kingdom",,Quay West Court,Ferry Road,TW11 9NH,London Borough of Richmond upon Thames,,Ham,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
177,"457 Brockley Road, Brockley SE4, London, UK",51.4600089,-0.0339848,"Brockley Road, London, SE4 2QZ, United Kingdom",,Brockley Road,Brockley Road,SE4 2QZ,London Borough of Lewisham,,Brockley,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
178,"Glebe Terrace, Bow E3, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.3087,0.3969,,,,https://www.whosonfirst.org/docs/licenses/
179,"Conduit House, Hyde Vale, Greenwich SE10, London, UK",51.4759525,-0.0094975,"Hyde Vale, London, SE10 8GU, United Kingdom",,Hyde Vale,Hyde Vale,SE10 8GU,Royal Borough of Greenwich,,East Greenwich,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
180,"Bexley Road Eltham, SE9, London, UK",51.4508399,0.0637674,"Bexley Road, London, SE9 1TY, United Kingdom",,Bexley Road,Bexley Road,SE9 1TY,Royal Borough of Greenwich,,Well Hall,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
181,"599 Manchester Road, Cubitt Town, E14, London, UK",51.50047065,-0.009368388514138095,"599 Manchester Road, London, E14 3NU, United Kingdom",599,,Manchester Road,E14 3NU,London Borough of Tower Hamlets,,Blackwall,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
182,"47 Lewisham Road SE10, London, UK",51.4713332,-0.0147997,"47 Lewisham Road, London, S E10, United Kingdom",47,,Lewisham Road,S E10,Lewisham,,Lewisham,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
183,"Hollyhedge House, Blackheath, SE3, London, UK",51.509648,-0.099076,"London, London Ceremonial County, ENG, United Kingdom",,,,,,,,London,Greater London Ceremonial County,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
184,"117 Sedgeway, Catford, SE6, London, UK",51.4401649,0.0072464,"Sedgeway, London, SE6 1JP, United Kingdom",,Sedgeway,Sedgeway,SE6 1JP,London Borough of Lewisham,,Catford South,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
185,"201 Boundfield Road, Downham, London, UK",51.4341662,0.0007198,"Boundfield Road, London, SE6 1PW, United Kingdom",,Boundfield Road,Boundfield Road,SE6 1PW,London Borough of Lewisham,,Catford South,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
186,"30 Brandham Road, Lee Se12, London, UK",51.457097250000004,0.007125144933852009,"30 Lenham Road, London, SE12 8QJ, United Kingdom",30,,Lenham Road,SE12 8QJ,London Borough of Lewisham,,Blackheath,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
187,"Uplands Brandram, Road, Lee SE12, London, UK",51.45865980000001,-0.011158592006800024,"Slaithwaite Road, Clipper Way, London, SE13 6NA, United Kingdom",,Slaithwaite Road,Clipper Way,SE13 6NA,London Borough of Lewisham,,Ladywell,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
188,"1 Elliot park, Blackheath, SE3, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
189,"Brandham Road, Lee, SE12, London, UK",51.4096366,-0.0431569,"Beckenham Road, London, BR3 4RR, United Kingdom",,Beckenham Road,Beckenham Road,BR3 4RR,London Borough of Bromley,,Penge,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
190,"25 Dowanhill Road, Catford, Se6, London, UK",51.4399296,-0.0019629,"Dowanhill Road, London, SE6 1SY, United Kingdom",,Dowanhill Road,Dowanhill Road,SE6 1SY,London Borough of Lewisham,,Catford South,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
191,"Alms House, Brandham, Lee, SE12, London, UK",51.481384,-0.003911,"Queen's House, London, SE10 9NF, United Kingdom",,Queen's House,,SE10 9NF,Greenwich,,Greenwich,London,Greater London,England,ENG,United Kingdom,gb,0.1575,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
192,"Tunnel Avenue, Greenwich, SE10, London, UK",51.489445,0.008867,"Tunnel Avenue, London, S E10, United Kingdom",,,Tunnel Avenue,S E10,Greenwich,,Westcombe Park,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
193,"34 Grantley Street, Mile End E1, London, UK",51.5256236,-0.0457464,"Grantley Street, London, E1 4BT, United Kingdom",,Grantley Street,Grantley Street,E1 4BT,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
194,"St. Catherine's Vicarage, Pepys's Road, New Cross, SE14, London, UK",51.548132,-0.073628,"Ridley Road Market, London, United Kingdom",,,Ridley Road Market,,Hackney,,Dalston,London,Greater London,England,ENG,United Kingdom,gb,0.567,1,0.567,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
195,"27, Elsdale Street, Hackney, E9, London, UK",51.5431308,-0.0490219,"27 Elsdale Street, London, E9 6QY, United Kingdom",27,,Elsdale Street,E9 6QY,Hackney,,Hackney Central,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
196,"40 Harford Street, Stepney, E1, London, UK",51.5222915,-0.0393976,"40 Harford Street, London, E1 4PQ, United Kingdom",40,,Harford Street,E1 4PQ,Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
197,"Garnett Street Stepney E1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
198,"North Woolwich Road E16, London, UK",51.5028049,0.0388043,"North Woolwich Road, London, E16 2FP, United Kingdom",,North Woolwich Road,North Woolwich Road,E16 2FP,London Borough of Newham,,Silvertown,London,Greater London,England,ENG,United Kingdom,gb,0.75,1,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
199,"Gervase Street, Camberwell, SE16, London, UK",51.479357,-0.058363,"Gervase Street, London, S E16, United Kingdom",,,Gervase Street,S E16,Southwark,,Peckham,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
200,"Crofton Park Railway Station, Brockley, SE4, London, UK",51.45491715,-0.03647197903458263,"Crofton Park Railway Garden, London, United Kingdom",,Crofton Park Railway Garden,Crofton Park Railway Garden,,London Borough of Lewisham,,Brockley,London,Greater London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
201,"100 Skidmore Street, Stepney E1, London, UK",51.516152,-0.046262,"Stepney, London, ENG, United Kingdom",,Stepney,,,Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
202,"25 Goodwood Road, Newcross, SE14, London, UK",51.475276,-0.0390575,"Goodwood Road, London, SE14 6BX, United Kingdom",,Goodwood Road,Goodwood Road,SE14 6BX,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
203,"Surrey Commercial Docks, SE16, London, UK",51.499858,-0.033176,"Surrey Docks Farm, London, S E16, United Kingdom",,,Surrey Docks Farm,S E16,Southwark,,Rotherhithe,London,Greater London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
204,"250 Silver Walk, Rotherhithe Street, Se16, London, UK",51.5053227,-0.0450963,"250 Rotherhithe Street, London, S E16, United Kingdom",250,,Rotherhithe Street,S E16,Southwark,,Rotherhithe,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
205,"660 Rotherhithe Street, Se16, London, UK",51.5019456,-0.0333414,"Rotherhithe Street, London, SE16 5GX, United Kingdom",,Rotherhithe Street,Rotherhithe Street,SE16 5GX,London Borough of Southwark,,Rotherhithe,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
206,"Milbourne St, Hackney E9, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
207,"Arnold Road, Bow E3, London, UK",51.5897628,-0.0728823,"Arnold Road, London, N15 4JB, United Kingdom",,Arnold Road,Arnold Road,N15 4JB,London Borough of Haringey,,Tottenham,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
208,"West Ferry Road, Millwall, E14, London, UK",51.430014549999996,-0.323323672685084,"Quay West Court, Ferry Road, London, TW11 9NH, United Kingdom",,Quay West Court,Ferry Road,TW11 9NH,London Borough of Richmond upon Thames,,Ham,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
209,"8 Lanbury Road, Camberwell SE15, London, UK",51.4601793,-0.0459739,"Lanbury Road, London, SE15 3DB, United Kingdom",,Lanbury Road,Lanbury Road,SE15 3DB,London Borough of Southwark,,Nunhead,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
210,"Thornham Street Greenwich SE10, London, UK",51.4806,-0.01478,"Thornham Street, London, S E10, United Kingdom",,,Thornham Street,S E10,Greenwich,,Greenwich,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
211,"46-48 Comerford Road, 41-53 Comerford Road, Brockley, SE4, London, UK",,,,,,,,,,,,,,,,,,,,,,
212,"12 Buckthorne Road, Corfton Park SE4, London, UK",51.4525744,-0.0410113,"Buckthorne Road, London, SE4 2DG, United Kingdom",,Buckthorne Road,Buckthorne Road,SE4 2DG,London Borough of Lewisham,,Honor Oak,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
213,"Morden Wharf Road, Greenwich SE10, London, UK",51.493819,0.00443,"Morden Wharf Road, London, S E10, United Kingdom",,,Morden Wharf Road,S E10,Greenwich,,North Greenwich,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
214,"Tunnel Avenue, Greenwich, SE10, London, UK",51.489445,0.008867,"Tunnel Avenue, London, S E10, United Kingdom",,,Tunnel Avenue,S E10,Greenwich,,Westcombe Park,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
215,"Tunnel Avenue, Greenwich, SE10, London, UK",51.489445,0.008867,"Tunnel Avenue, London, S E10, United Kingdom",,,Tunnel Avenue,S E10,Greenwich,,Westcombe Park,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
216,"58 Sydenham Road, Sydenham, SE26, London, UK",51.3809061,-0.0945262,"58 Sydenham Road, London, S E26, United Kingdom",58,,Sydenham Road,S E26,Croydon,,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
217,"40 Batavia Road, New Cross SE14, London, UK",51.4759926,-0.0387475,"Batavia Road, London, SE14 6AX, United Kingdom",,Batavia Road,Batavia Road,SE14 6AX,London Borough of Lewisham,,New Cross,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
218,"Swedish yard, Surrey, Commercial Docks, SE16, London, UK",51.499399,-0.1273910483333311,"Westminster Abbey, 20 Dean's Yard, London, SW1P 3PA, United Kingdom",20,Westminster Abbey,Dean's Yard,SW1P 3PA,,,Millbank,London,Greater London,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
219,"Barnards Wharf 341, Rotherhithe Street, SE16, London, UK",51.5019456,-0.0333414,"Rotherhithe Street, London, SE16 5GX, United Kingdom",,Rotherhithe Street,Rotherhithe Street,SE16 5GX,London Borough of Southwark,,Rotherhithe,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
220,"Rotherhithe Street, SE16, London, UK",51.500949,-0.056106,"Rotherhithe Street, London, S E16, United Kingdom",,,Rotherhithe Street,S E16,Southwark,,Rotherhithe,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
221,"299 Rotherhithe Street, SE16, London, UK",51.5017508,-0.0333403,"299 Rotherhithe Street, London, S E16, United Kingdom",299,,Rotherhithe Street,S E16,Southwark,,Rotherhithe,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
222,"Redriff School, Rotherhithe Street, SE16, London, UK",51.5068875,-0.0418882,"Rotherhithe Street, London, SE16 5EF, United Kingdom",,Rotherhithe Street,Rotherhithe Street,SE16 5EF,London Borough of Southwark,,Rotherhithe,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
223,"1 Redriff Road, Rotherhithe, SE16, London, UK",51.494494450000005,-0.04589737554471852,"Tesco Surrey Quays Extra, 1 Redriff Road, London, SE16 7LL, United Kingdom",1,Tesco Surrey Quays Extra,Redriff Road,SE16 7LL,London Borough of Southwark,,Rotherhithe,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
224,"12 Jewel Street, Stepney E1, London, UK",51.516152,-0.046262,"Stepney, London, ENG, United Kingdom",,Stepney,,,Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
225,"128 Aylward Street, Stepney E1, London, UK",51.5159751,-0.0462106,"128 Aylward Street, London, E1 0QW, United Kingdom",128,,Aylward Street,E1 0QW,Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
226,"Wapping Wall E1, London, UK",51.5065501,-0.0528522,"Wapping Wall, London, E1W 3SF, United Kingdom",,Wapping Wall,Wapping Wall,E1W 3SF,London Borough of Tower Hamlets,,Shadwell,London,Greater London,England,ENG,United Kingdom,gb,0.6666666666666667,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
227,"Sidney Street Stepney E1, London, UK",51.5199174,-0.0562907,"Sidney Street, London, E1 4TW, United Kingdom",,Sidney Street,Sidney Street,E1 4TW,London Borough of Tower Hamlets,,Whitechapel,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
228,"Greenwich foot subway, London, UK",51.4849398,-0.009742606058772632,"Greenwich Foot Tunnel, London, SE10 9HT, United Kingdom",,Greenwich Foot Tunnel,Greenwich Foot Tunnel,SE10 9HT,Royal Borough of Greenwich,,East Greenwich,London,Greater London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
229,"39 Saundersness Road, Cubitt Town, E14., London, UK",51.492132,-0.011108,"Cubitt Town, London, ENG, United Kingdom",,Cubitt Town,,,Tower Hamlets,,Cubitt Town,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
230,"Nos. 81-8 Yarrow House, Glengall Grove, Millwall, E14, London, UK",51.4952744,-0.010925,"Glengall Grove, London, E14 3HQ, United Kingdom",,Glengall Grove,Glengall Grove,E14 3HQ,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
231,"8 Maudesley House, Glengall Grove, Millwall, E14, London, UK",51.4952744,-0.010925,"Glengall Grove, London, E14 3HQ, United Kingdom",,Glengall Grove,Glengall Grove,E14 3HQ,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
232,"8 Hibbert House, Glengall Grove, Millwall, E1, London, UK",51.4952319,-0.0107574,"8 Glengall Grove, London, E14 3ND, United Kingdom",8,,Glengall Grove,E14 3ND,Tower Hamlets,,Cubitt Town,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,,,
233,"332 Hibbert House, Glengall Grove, Millwall, E1, London, UK",51.4964775,-0.024062156061775898,"Hibbert House, Tiller Road, London, E14 8PZ, United Kingdom",,Hibbert House,Tiller Road,E14 8PZ,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.22049999999999997,1,0.44099999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
234,"39 Whitbread Road, 31-49 Whitbread Road, Brockley, SE4, London, UK",51.41734595,-0.08511185000001179,"31-49 Bedwardine Road, London, SE19 3AY, United Kingdom",31-49,,Bedwardine Road,SE19 3AY,London Borough of Croydon,,Upper Norwood,London,Greater London,England,ENG,United Kingdom,gb,0.1076923076923077,1,0.15384615384615385,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
235,"2a Kneller Road, Brockley, SE4, London, UK",51.4609225,-0.0380983,"Kneller Road, London, SE4 2AP, United Kingdom",,Kneller Road,Kneller Road,SE4 2AP,London Borough of Lewisham,,Brockley,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
236,"3 Kneller Road, Brockley, SE4, London, UK",51.4609225,-0.0380983,"Kneller Road, London, SE4 2AP, United Kingdom",,Kneller Road,Kneller Road,SE4 2AP,London Borough of Lewisham,,Brockley,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
237,"Sutton Dweillings, Chilton Grove, Deptford, SE8, London, UK",51.5420244,-0.10414161787010415,"Sutton Dwellings, Highbury, London, ENG, United Kingdom",,Sutton Dwellings,,,London Borough of Islington,,Highbury,London,Greater London,England,ENG,United Kingdom,gb,0.81,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
238,"Greenstead Road, Deptford SE8, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.342,0.63,,,,https://www.whosonfirst.org/docs/licenses/
239,"Well St, Hackney, E9, London, UK",51.5416308,-0.0489372,"Well Street, London, E9 7LJ, United Kingdom",,Well Street,Well Street,E9 7LJ,London Borough of Hackney,,Homerton,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
240,"360 Stepney Way, E1, London, UK",51.517383,-0.0539466,"Stepney Way, London, E1 3BG, United Kingdom",,Stepney Way,Stepney Way,E1 3BG,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
241,"10 Stepney High Street, E1, London, UK",51.5172723,-0.0426336,"Stepney High Street, London, E1 3FQ, United Kingdom",,Stepney High Street,Stepney High Street,E1 3FQ,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
242,"42 Stephney High Street E1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
243,"Aylward Street London E1 OQW, London, UK",51.5158329,-0.0475542,"Aylward Street, London, E1 0QW, United Kingdom",,Aylward Street,Aylward Street,E1 0QW,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
244,"Westferry Road, Millwall, E14, London, UK",51.5061511,-0.0273031,"Westferry Road, London, E14 8RP, United Kingdom",,Westferry Road,Westferry Road,E14 8RP,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
245,"Old Kent Road, SE1, London, UK",51.4989327,-0.0736274,"The London Distillery Company, Sweeney Crescent, London, SE1 2RP, United Kingdom",,The London Distillery Company,Sweeney Crescent,SE1 2RP,London Borough of Southwark,,Bermondsey,London,Greater London,England,ENG,United Kingdom,gb,0.5467500000000001,0.7,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
246,"Devon Street, SE1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.6086956521739131,1,,,,https://www.whosonfirst.org/docs/licenses/
247,"St. Catherine's Church,Pepys Rd, Lewisham, London SE14, United Kingdom, London, UK",51.4729224,-0.0453632,"Pepys Road, London, SE14 5SA, United Kingdom",,Pepys Road,Pepys Road,SE14 5SA,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
248,"3 Blackheath Vale, Blackheath SE3, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
249,"22 Blackheath Vale, Blackheath SE3, London, UK",51.4691712,0.0042574,"22 Blackheath Vale, London, SE3 0TX, United Kingdom",22,,Blackheath Vale,SE3 0TX,Lewisham,,Blackheath,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
250,"48 Eglinton Hill, Plumstead, SE18, London, UK",51.4746692,0.06939,"Eglinton Hill, London, SE18 3DU, United Kingdom",,Eglinton Hill,Eglinton Hill,SE18 3DU,Royal Borough of Greenwich,,Shooters Hill,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
251,"Brent Road, Plumstead, SE18, London, UK",51.5150179,0.0213155,"Brent Road, London, E16 1PF, United Kingdom",,Brent Road,Brent Road,E16 1PF,London Borough of Newham,,Canning Town,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
252,"Trundley's Road, Deptford, SE16, London, UK",51.4871313,-0.0433041,"Alloa Road, Trundley's Road, London, SE8 5BD, United Kingdom",,Alloa Road,Trundley's Road,SE8 5BD,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,0.54,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
253,"Milborne St, Hackney E9, London, UK",51.5431252,-0.0490081,"Milborne Street, London, E9 6BQ, United Kingdom",,Milborne Street,Milborne Street,E9 6BQ,London Borough of Hackney,,Homerton,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
254,"East India Dock Rd, London, UK
Poplar, Greater London E14, London, UK",51.510924,-0.018472,"East India Dock Road, London, E14, United Kingdom",,,East India Dock Road,E14,Tower Hamlets,,Poplar,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
255,"Thomas Road E14, London, UK",51.5146947,-0.0283306,"Thomas Road, London, E14 7BY, United Kingdom",,Thomas Road,Thomas Road,E14 7BY,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,0.6666666666666667,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
256,"Manchester Road, Cubitt Town, E14, London, UK",51.5008976,-0.0088069,"Manchester Road, London, E14 9ST, United Kingdom",,Manchester Road,Manchester Road,E14 9ST,London Borough of Tower Hamlets,,Blackwall,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
257,"Manchester Road, Cubitt Town, E14, London, UK",51.5008976,-0.0088069,"Manchester Road, London, E14 9ST, United Kingdom",,Manchester Road,Manchester Road,E14 9ST,London Borough of Tower Hamlets,,Blackwall,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
258,"Bolinn Road, Deptford, SE16, London, UK",51.4877978,-0.043622,"Alloa Road, Trundley's Road, London, SE8 5BD, United Kingdom",,Alloa Road,Trundley's Road,SE8 5BD,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,0.7838709677419355,0.3969,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
259,"Avonley Road, Newcross, SE14, London, UK",51.478873,-0.050414,"Avonley Road, London, S E14, United Kingdom",,,Avonley Road,S E14,Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
260,"15-21 Hundson Road, Newcross, SE14, London, UK",51.492897549999995,-0.10415759999999456,"7,9,11,13,15,17,19,21,23,25 Dante Road, London, SE11 4TE, United Kingdom","7,9,11,13,15,17,19,21,23,25",,Dante Road,SE11 4TE,London Borough of Southwark,,Elephant and Castle,London,Greater London,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
